Term Id	Term	Category	Hypergeometirc p-value	Literature score	# of genes	nominal p-value	FDR q-value	Normalized enrichment score	Direction	Gene list
CROONQUIST_STROMAL_STIMULATION_UP	CROONQUIST_STROMAL_STIMULATION_UP	msigdb_c2	1.8869131123954195E-14	2.37038475832309	58	0.0	0.0	2.60718	UP	FOS(1.06944) FOSB(0.960082) CTGF(0.776473) RGS1(0.767344) TPM2(0.704727) NR4A2(0.702118) THBS2(0.571417) NNMT(0.495677) SULF1(0.470664) TSC22D3(0.457315) RGS2(0.44173) LOXL1(0.412164) ACTA2(0.410641) NOTCH3(0.400241) DUSP1(0.371675) SMARCD3(0.35392) PPP1R15A(0.341585) TGM2(0.301772) LAMA4(0.295071) COL6A3(0.278151) CCL3(0.275626) OLFM1(0.265459) BASP1(0.249046) COL1A2(0.236447) IGFBP7(0.235899) SPARC(0.235391) CXCL2(0.234246) LUM(0.197928) COL6A1(0.193805) FSCN1(0.187416) IER3(0.166506) IL6(0.163519) CCL4(0.161574) IER2(0.160386) CXCL1(0.143846) IGFBP4(0.119039) SERPINE1(0.116828) TGFBI(0.105055) IGFBP3(0.0991514) TPM1(0.0943727) PIM2(0.0863408) NFKBIA(0.0853772) NUPR1(0.0630362) GABRA5(0.0573809) GABBR2(0.0320638) VCAN(0.0294784) SLC25A4(0.0267427) CXCL3(0.0187376) MYOF(0.00337272) GUCY1A2(-0.0104019) SPTBN1(-0.0109435) TMSB4X(-0.0197129) HIST2H2AA3(-0.0584277) ID1(-0.0591779) SFTPB(-0.074057) MICAL2(-0.0895114) LOX(-0.0983309) RPS4Y1(-0.108902)
EBAUER_MYOGENIC_TARGETS_OF_PAX3_FOXO1_FUSION	EBAUER_MYOGENIC_TARGETS_OF_PAX3_FOXO1_FUSION	msigdb_c2	0.023742916644565966	0.9249397441436688	49	0.0	0.0	2.24141	UP	DES(0.733309) CRYAB(0.664098) TAGLN(0.63759) CASQ2(0.578691) PALMD(0.543912) SMPX(0.509337) ACTA2(0.410641) HBEGF(0.391649) FHL1(0.385504) LDB3(0.346295) AEBP1(0.334559) COL6A3(0.278151) PDLIM7(0.262552) SGCD(0.249475) MYOM1(0.232747) ITGB1BP2(0.210498) MACF1(0.165399) CTF1(0.154354) ABLIM3(0.136966) MRAS(0.1263) MYBPC2(0.12544) MYL6B(0.114051) BIN1(0.109486) SGCG(0.105234) MEF2C(0.103811) DTX3(0.102623) TPM1(0.0943727) MEF2D(0.0930865) UTRN(0.0809717) MYH3(0.0631147) TNNT3(0.0593664) TNNI2(0.0537917) MYBPH(0.050494) MYL4(0.0464442) MYLPF(0.0404759) MYL1(0.0395142) BCAN(0.0346117) MYH8(0.0204623) MTSS1(0.013562) TNNC1(0.0120415) CXCL10(0.00350807) MYBPC1(0.00171422) SYNGR2(-0.0174613) TNNI1(-0.0190289) MYH1(-0.0242575) NEBL(-0.0462709) TNNC2(-0.0543609) PDLIM5(-0.0747425) MYO10(-0.237489)
FARMER_BREAST_CANCER_CLUSTER_2	FARMER_BREAST_CANCER_CLUSTER_2	msigdb_c2	4.806857079393304E-7	1.5713799840717864	32	0.0	0.0	-2.34766	DOWN	ESRP1(-0.458622) ASPM(-0.366055) MAD2L1(-0.276445) KIF15(-0.275738) PRC1(-0.266158) CENPA(-0.258444) KIF4A(-0.256542) NEK2(-0.24659) KIF11(-0.23569) CCNA2(-0.231678) CEP55(-0.228519) MELK(-0.224487) KIF20A(-0.193586) CCNB2(-0.172021) TPX2(-0.156134) NDC80(-0.132393) BUB1B(-0.132239) CENPE(-0.11291) NUSAP1(-0.109577) MRPL15(-0.108239) MCM4(-0.0890043) MTFR1(-0.0706051) NCAPG(-0.0645665) PTTG1(-0.0517921) RB1CC1(-0.0498587) PRKDC(-0.0375525) BUB1(-0.031641) RAD54B(-0.0143575) ARMC1(-0.0123025) ATAD2(-0.00503445) RRS1(0.0393365) SLC25A32(0.0755551)
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	msigdb_c2	2.6469786888930766E-11	1.8514386105577174	84	0.0	0.0	2.35838	UP	CXCR4(0.424342) LTF(0.388339) CFD(0.387238) MOXD1(0.348477) RASSF2(0.329404) RBMS1(0.317833) MMP9(0.299782) RAB31(0.297568) S100A4(0.29173) CSTA(0.28429) RHOH(0.282708) COL6A3(0.278151) IL10RA(0.26575) S100A8(0.255349) CORO1A(0.254357) ENTPD1(0.250804) CD48(0.244794) RGS10(0.243518) KIAA0922(0.236574) HCLS1(0.233303) ITGB2(0.2332) PTPRC(0.231679) LAPTM5(0.2292) GMFG(0.219749) LY86(0.216764) LCP1(0.215522) DOCK2(0.20812) TYROBP(0.199538) CD52(0.199248) LCK(0.198897) CD27(0.191332) INPP5D(0.189976) CD53(0.183664) CD2(0.17769) PRKCB(0.170549) RAC2(0.166922) APOC1(0.16397) FCN1(0.15325) CELF2(0.14971) C1QB(0.148839) VSIG4(0.148105) LST1(0.147685) CD3D(0.145631) TNFRSF1B(0.142037) CD163(0.136422) SLA(0.128218) AIF1(0.12177) FCER1G(0.10905) CD8A(0.0975986) UBE2L6(0.0939588) ALDOC(0.0874214) PIM2(0.0863408) WARS(0.0767529) CCND3(0.0640313) CD14(0.0634569) TYMP(0.0567205) IFI30(0.0532741) GBP2(0.0496674) GLUL(0.0496537) LILRB4(0.0459744) ISG20(0.0307557) PDE6D(0.0184695) IFITM1(0.0173312) ACTB(0.0149453) CCL5(0.0126134) POLR2A(0.00469029) IL4R(0.00450651) UBC(-0.00248339) EIF2AK2(-0.0114762) STAT1(-0.0120115) ADAM15(-0.0241973) USP9X(-0.0303475) FCGR1A(-0.0410867) GAPDH(-0.0413111) SFN(-0.044826) HLA-F(-0.05717) AOAH(-0.0595313) RAB27A(-0.0658321) PSMB8(-0.118084) GZMA(-0.124658) LCN2(-0.125621) FABP5(-0.127304) LGALS9(-0.16792) IL10RB(-0.203728)
IGLESIAS_E2F_TARGETS_UP	IGLESIAS_E2F_TARGETS_UP	msigdb_c2	3.34358424509055E-23	1.9265204683905497	148	0.0	0.0	2.25095	UP	OGN(0.942987) SCG2(0.780741) ADIPOQ(0.659805) IGFBP5(0.544711) RHOB(0.453493) ANXA1(0.424894) CXCL13(0.423106) ACTA2(0.410641) NID1(0.408319) CDKN1C(0.388058) CFD(0.387238) CDH5(0.38335) PMP22(0.379912) TUBA1A(0.366899) CDO1(0.359847) ANGPTL2(0.359179) LPL(0.359152) FBLN2(0.357212) C3(0.337644) PKD2(0.333465) CADM1(0.311371) COL5A2(0.309289) ELN(0.307395) DCN(0.300355) LAMA4(0.295071) LGALS1(0.282647) COL15A1(0.280056) COL6A3(0.278151) SERPINF1(0.272874) TUBB2A(0.271304) COL4A1(0.268843) COL1A1(0.260547) COL6A2(0.247168) EVL(0.245166) COL1A2(0.236447) C1QA(0.235545) SPARC(0.235391) LAPTM5(0.2292) TMEM45A(0.224292) CSRP1(0.21995) LCP1(0.215522) TYROBP(0.199538) ITM2A(0.199502) LUM(0.197928) MRC1(0.194378) CD53(0.183664) COL18A1(0.179704) GNAI2(0.176417) CRTAP(0.171695) CD34(0.167206) FMO1(0.162806) C1QB(0.148839) DAB2(0.147837) RBP1(0.125857) CD74(0.124851) LYL1(0.121489) SERPINH1(0.120686) IGFBP4(0.119039) GJA1(0.118285) GSN(0.107838) TUBB(0.105596) LIMS1(0.104042) ENPP2(0.101855) COL3A1(0.0964646) CCND2(0.0880051) SEPT7(0.085847) APOE(0.0858413) NFKBIA(0.0853772) S100A13(0.0792366) MFAP2(0.0737218) AKIRIN2(0.0715871) S100A11(0.0552304) AP4S1(0.0481818) ZFAND5(0.0477001) MCM3(0.0453562) ALAS2(0.0423017) TUBA1B(0.042177) ACADL(0.0397632) DSTN(0.0373613) GAS6(0.0355637) MCM5(0.0300214) NFIB(0.0271843) SLC25A4(0.0267427) RBBP7(0.0234225) GADD45B(0.020836) ITGB1(0.0188798) CACYBP(0.0176268) TIMM22(0.0171355) MORF4L1(0.0168477) LMNA(0.0131109) LAPTM4A(0.0120715) NID2(0.0105005) HSP90AA1(0.00873918) GNB1(0.00796208) HNRNPA2B1(0.00582284) SEPT2(0.00426782) ARSA(0.00384505) C6orf25(0.00327707) CD47(1.04409E-4) TANK(-0.00245589) ID2(-0.00619818) CLK1(-0.00974442) CTSE(-0.0131963) NPTN(-0.0148042) MCM7(-0.0164484) ITM2B(-0.0168093) KITLG(-0.0169251) ADH5(-0.0173115) B2M(-0.0173736) ACTG1(-0.0175426) CNN3(-0.0176023) SKP1(-0.0181714) DNAJA1(-0.0192249) TMSB4X(-0.0197129) CALM2(-0.021694) SS18(-0.0232791) CTSZ(-0.0259159) PCNA(-0.0416111) CA3(-0.0512852) THBS1(-0.0576908) SERPINB6(-0.0589829) EED(-0.0606203) S100A6(-0.063156) APLP2(-0.0631724) BZW1(-0.0638086) CCNG1(-0.0659358) CDC42(-0.0700153) CRIP1(-0.0810144) SAT1(-0.0814285) S100A10(-0.0827295) ANXA2(-0.0833153) BAX(-0.0898406) CAPZA2(-0.101246) SMAD1(-0.104148) SMC2(-0.122304) CD9(-0.122728) CKS1B(-0.123628) CYFIP1(-0.129942) CDC6(-0.136262) CTSS(-0.157247) SCD(-0.187566) ACADM(-0.197484) KRT19(-0.211407) POSTN(-0.213956) UGDH(-0.232124) EMP1(-0.271766) AGR2(-0.286481) ANXA3(-0.289731)
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	msigdb_c2	9.243810254317258E-22	2.8299521291001297	68	0.0	0.0	2.223	UP	GAS1(0.809146) CCL2(0.496974) TNC(0.480814) DDR2(0.480794) CFH(0.440871) HTRA1(0.393688) SDC2(0.389802) CYP1B1(0.381751) PMP22(0.379912) TNXB(0.336213) DCN(0.300355) PHGDH(0.269004) PCOLCE(0.256381) S100A8(0.255349) COL6A2(0.247168) SPARC(0.235391) VIM(0.230609) COL6A1(0.193805) PDGFRB(0.190953) SRM(0.179476) FMO1(0.162806) DAB2(0.147837) RRAS(0.147137) CXCL1(0.143846) CDH2(0.141247) SNAI1(0.141205) ADA(0.134748) PTHLH(0.129384) HSPG2(0.129339) MMP2(0.127428) PTGS1(0.126988) SERPINH1(0.120686) IFITM3(0.119701) GALK1(0.118336) PLA2G7(0.115586) MTHFD2(0.112312) INHBA(0.107019) COL3A1(0.0964646) IFIT1(0.0836017) CDH15(0.0814092) ISG15(0.0690754) SLC3A2(0.0655476) IL11(0.0534274) PTPN22(0.0473119) RNASET2(0.0431775) CSN3(0.0396334) IRF7(0.0355451) MMP13(0.0300948) ASNS(0.0261094) CCK(0.0254073) PROCR(0.0250863) CD68(0.0245248) HIF1A(0.0125434) LAMB1(0.0115571) MMP12(0.00997838) CTSB(0.00499725) BCL3(-0.00603057) STAT1(-0.0120115) B2M(-0.0173736) PDGFRA(-0.0198348) IFIT3(-0.0226273) CTSZ(-0.0259159) CXCL6(-0.0970217) PPIC(-0.0982741) SLPI(-0.154682) VLDLR(-0.160145) UPP1(-0.221303) SDC1(-0.273075)
KEEN_RESPONSE_TO_ROSIGLITAZONE_DN	KEEN_RESPONSE_TO_ROSIGLITAZONE_DN	msigdb_c2	1.5407155609219012E-14	2.019901444541011	96	0.0	0.0	2.23223	UP	OGN(0.942987) MGP(0.796678) PTGIS(0.606722) ATF3(0.579587) IGFBP5(0.544711) CLU(0.542073) MYH11(0.469701) RGS2(0.44173) ANXA1(0.424894) ACTA2(0.410641) SERPING1(0.406345) PMP22(0.379912) SERPINA3(0.376974) DUSP1(0.371675) SPP1(0.343006) GPX3(0.330158) EMP3(0.323793) BHLHE40(0.312575) ELN(0.307395) MMP9(0.299782) FXYD5(0.2984) CCL3(0.275626) MYLK(0.263963) CPE(0.261774) COL1A2(0.236447) CXCL2(0.234246) CSRP1(0.21995) GMFG(0.219749) LCP1(0.215522) ENAH(0.200981) CYTIP(0.191208) BGN(0.18857) CD53(0.183664) GNAI2(0.176417) SRGN(0.171183) CD34(0.167206) IL11RA(0.153251) SYN1(0.150339) C1QB(0.148839) CXCL1(0.143846) RBP1(0.125857) CD74(0.124851) HDC(0.12121) LPP(0.10128) COL3A1(0.0964646) TPM1(0.0943727) BNIP2(0.0895329) BTG3(0.0895154) S100A9(0.0892041) IL1B(0.0725021) ARG1(0.070283) TPM4(0.0679348) TES(0.0675351) CD14(0.0634569) NUPR1(0.0630362) S100A11(0.0552304) BPGM(0.0480786) PON1(0.0440619) ORM1(0.0437903) ALAS2(0.0423017) DSTN(0.0373613) MATR3(0.0317951) MEF2A(0.0271434) GADD45B(0.020836) ACTB(0.0149453) HIF1A(0.0125434) RPL18(0.0102552) GNB1(0.00796208) CAPZB(-0.00399916) CAPZA1(-0.0310856) DNAJB2(-0.0326916) PKP4(-0.0327872) DYNLL1(-0.0366751) ALDH1A1(-0.0464024) PTGES3(-0.0484563) MAT2B(-0.0497672) PTEN(-0.0501176) CYBA(-0.0524285) SERPINB6(-0.0589829) S100A6(-0.063156) RCN2(-0.0637635) CGGBP1(-0.0652615) DAZAP2(-0.0696789) ARG2(-0.07322) CRIP1(-0.0810144) SAT1(-0.0814285) TMEM59(-0.0950262) CD9(-0.122728) LITAF(-0.135598) CTSS(-0.157247) TXN(-0.197855) CLCN3(-0.199719) IL10RB(-0.203728) SLC25A1(-0.218787) IL1R2(-0.275322) ANXA3(-0.289731)
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	msigdb_c2	0.030480328368543835	1.092117327004834	17	0.0	0.0	-2.30518	DOWN	UGT2B17(-0.765488) UGT1A8(-0.642775) UGT2A3(-0.639544) UGT1A3(-0.545316) UGT2B15(-0.464492) UGT1A6(-0.428015) UGT1A1(-0.411108) UGT1A9(-0.401209) UGDH(-0.232124) ALDH7A1(-0.199202) UGT2B28(-0.164652) ALDH3A2(-0.139912) ALDH2(-0.113697) UGT2B4(-0.0669399) ALDH9A1(-0.062192) ALDH1B1(-0.00856163) UGT2A1(0.0344435)
KEGG_BUTANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM	msigdb_c2	0.18804036897968457	0.6735780912576359	32	0.0	0.0	-2.29589	DOWN	EHHADH(-0.503463) AKR1B10(-0.399348) ACSM3(-0.387133) HMGCS2(-0.382561) BDH1(-0.305659) ABAT(-0.251698) HADH(-0.237798) ACADS(-0.21988) HMGCS1(-0.199725) ALDH7A1(-0.199202) ACAT1(-0.197308) HMGCL(-0.180784) AACS(-0.165817) HADHA(-0.158194) ECHS1(-0.153389) ALDH3A2(-0.139912) ALDH5A1(-0.138213) PDHA1(-0.129029) ALDH2(-0.113697) ACAT2(-0.0950425) BDH2(-0.0735941) ALDH9A1(-0.062192) GAD2(-0.0595053) PDHA2(-0.0547849) ACSM1(-0.0365967) L2HGDH(-0.0218956) PDHB(-0.0202293) GAD1(-0.0143025) ALDH1B1(-0.00856163) OXCT2(0.0821593) OXCT1(0.0828173) ACSM5(0.147574)
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	KEGG_DRUG_METABOLISM_OTHER_ENZYMES	msigdb_c2	1.7146140578300588E-12	2.5536046764021854	41	0.0	0.0	-2.29231	DOWN	UGT2B17(-0.765488) UGT1A8(-0.642775) UGT2A3(-0.639544) UGT1A3(-0.545316) UGT2B15(-0.464492) UGT1A6(-0.428015) UGT1A1(-0.411108) UGT1A9(-0.401209) NAT2(-0.385227) NAT1(-0.322868) XDH(-0.245176) UPP1(-0.221303) CDA(-0.216413) UCK2(-0.191666) TPMT(-0.172458) UGT2B28(-0.164652) CES2(-0.162011) CYP3A5(-0.12168) CYP3A43(-0.116266) GUSB(-0.0919147) UMPS(-0.0851663) HPRT1(-0.0818757) CYP3A4(-0.0694047) CYP3A7(-0.0671819) UGT2B4(-0.0669399) TK1(-0.0663012) ITPA(-0.0445698) UCKL1(-0.018818) DPYS(-0.0181414) IMPDH2(0.00397303) CYP2A7(0.00412271) UGT2A1(0.0344435) CYP2A6(0.0392776) TK2(0.0458405) TYMP(0.0567205) GMPS(0.0603255) CYP2A13(0.0669357) UPB1(0.068109) IMPDH1(0.11696) DPYD(0.130462) CES1(0.477668)
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	msigdb_c2	9.105622294728798E-15	2.4021848512139568	57	0.0	0.0	-2.29819	DOWN	UGT2B17(-0.765488) UGT1A8(-0.642775) UGT2A3(-0.639544) CYP2B6(-0.555508) UGT1A3(-0.545316) UGT2B15(-0.464492) UGT1A6(-0.428015) UGT1A1(-0.411108) ADH1C(-0.405197) UGT1A9(-0.401209) AKR1C3(-0.386373) CYP2C18(-0.360654) ADH6(-0.339262) GSTM4(-0.332974) GSTA2(-0.279394) CYP2C9(-0.264226) GSTZ1(-0.21356) ADH1A(-0.187148) UGT2B28(-0.164652) AKR1C2(-0.162675) MGST3(-0.152672) AKR1C1(-0.137909) MGST2(-0.136155) GSTK1(-0.123178) CYP3A5(-0.12168) CYP3A43(-0.116266) AKR1C4(-0.0834973) CYP3A4(-0.0694047) CYP3A7(-0.0671819) UGT2B4(-0.0669399) ALDH3A1(-0.0545561) EPHX1(-0.0408041) CYP2C8(-0.0264952) ALDH3B2(-0.0241742) GSTP1(-0.0228608) GSTO1(-0.019401) GSTM1(-0.0193445) ADH5(-0.0173115) ADH7(-0.00649254) CYP2F1(5.0711E-4) GSTM2(0.00963222) CYP2C19(0.023471) GSTA3(0.0242445) ALDH3B1(0.0252223) CYP2E1(0.030084) UGT2A1(0.0344435) GSTA4(0.0477118) CYP1A2(0.0478804) CYP1A1(0.0513129) GSTM3(0.0563602) GSTT1(0.0602437) GSTA1(0.0914515) GSTT2(0.0915562) ALDH1A3(0.161857) GSTM5(0.268429) CYP1B1(0.381751) ADH1B(0.556402)
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	msigdb_c2	0.015481608438926297	1.0658154070186447	19	0.0	0.0	-2.29426	DOWN	UGT2B17(-0.765488) UGT1A8(-0.642775) UGT2A3(-0.639544) UGT1A3(-0.545316) UGT2B15(-0.464492) UGT1A6(-0.428015) UGT1A1(-0.411108) UGT1A9(-0.401209) CRYL1(-0.288853) UGDH(-0.232124) DCXR(-0.176217) UGT2B28(-0.164652) UGP2(-0.150041) RPE(-0.104089) GUSB(-0.0919147) UGT2B4(-0.0669399) XYLB(-0.0428213) UGT2A1(0.0344435) AKR1B1(0.14664)
KEGG_PEROXISOME	KEGG_PEROXISOME	msigdb_c2	0.16114988093363786	0.8369461383683132	71	0.0	0.0	-2.39023	DOWN	EHHADH(-0.503463) ACOX1(-0.366648) AMACR(-0.358989) FAR2(-0.349804) SLC27A2(-0.347687) PXMP2(-0.316921) AGPS(-0.280118) PEX7(-0.268982) EPHX2(-0.266979) PHYH(-0.260606) XDH(-0.245176) ABCD3(-0.243413) PEX26(-0.21919) PEX11A(-0.216306) PECR(-0.205567) IDH1(-0.20515) ECI2(-0.19412) ACOT8(-0.188553) HMGCL(-0.180784) ACSL5(-0.17762) PEX13(-0.168287) PEX11B(-0.165642) ACAA1(-0.163426) MLYCD(-0.147086) PEX2(-0.146406) PEX1(-0.144986) CAT(-0.133122) HSD17B4(-0.132538) CROT(-0.126471) PXMP4(-0.124239) GSTK1(-0.123178) SCP2(-0.116125) ACOX3(-0.115329) PEX19(-0.112957) DHRS4(-0.0960741) PEX12(-0.09501) ECH1(-0.0940784) SOD2(-0.0924701) DECR2(-0.0915776) DAO(-0.0767828) SOD1(-0.0717636) ACSL3(-0.0660348) IDH2(-0.0625073) SLC25A17(-0.0590399) PRDX1(-0.0440696) GNPAT(-0.0344185) DDO(-0.0341102) ABCD4(-0.0333833) CRAT(-0.0293572) ACOX2(-0.0278559) ACSL1(-0.0253124) PMVK(-0.0124483) PEX5(-0.0118972) PEX10(-0.00972803) NOS2(-0.00673365) PEX16(-1.50465E-4) PEX14(0.00650899) PEX3(0.0283535) MVK(0.030469) HAO2(0.0327298) BAAT(0.0341181) PEX6(0.0479793) PAOX(0.0544694) ACSL6(0.0546243) ABCD2(0.0575368) HAO1(0.0665779) AGXT(0.0796948) MPV17(0.113003) ABCD1(0.121495) PIPOX(0.12157) ACSL4(0.250226)
KEGG_PROPANOATE_METABOLISM	KEGG_PROPANOATE_METABOLISM	msigdb_c2	0.04614951487257617	1.0330734922448683	28	0.0	0.0	-2.30438	DOWN	EHHADH(-0.503463) PCCA(-0.287951) HIBCH(-0.255758) ABAT(-0.251698) PCCB(-0.247316) SUCLA2(-0.231396) SUCLG2(-0.212059) ALDH7A1(-0.199202) ACADM(-0.197484) ACAT1(-0.197308) ALDH6A1(-0.180278) MUT(-0.159174) HADHA(-0.158194) ECHS1(-0.153389) MLYCD(-0.147086) SUCLG1(-0.142739) ALDH3A2(-0.139912) ALDH2(-0.113697) ACAT2(-0.0950425) LDHA(-0.0694014) ALDH9A1(-0.062192) LDHC(-0.0504203) LDHAL6B(-0.0164128) ALDH1B1(-0.00856163) ACACA(-0.00298488) LDHB(0.0740159) ACACB(0.0829232) ACSS3(0.103392)
KEGG_RETINOL_METABOLISM	KEGG_RETINOL_METABOLISM	msigdb_c2	3.0083638613727916E-7	1.7204163162412414	48	0.0	0.0	-2.41264	DOWN	UGT2B17(-0.765488) UGT1A8(-0.642775) UGT2A3(-0.639544) CYP2B6(-0.555508) UGT1A3(-0.545316) UGT2B15(-0.464492) UGT1A6(-0.428015) UGT1A1(-0.411108) ADH1C(-0.405197) UGT1A9(-0.401209) CYP2C18(-0.360654) ADH6(-0.339262) DHRS9(-0.281045) RETSAT(-0.266515) CYP2C9(-0.264226) PNPLA4(-0.213881) ADH1A(-0.187148) UGT2B28(-0.164652) DGAT1(-0.160811) CYP3A5(-0.12168) RDH5(-0.121141) CYP3A43(-0.116266) DHRS4(-0.0960741) CYP3A4(-0.0694047) CYP3A7(-0.0671819) UGT2B4(-0.0669399) DHRS3(-0.0509589) ALDH1A1(-0.0464024) CYP2C8(-0.0264952) RDH11(-0.0250961) ADH5(-0.0173115) RPE65(-0.0130435) RDH8(-0.00969413) ADH7(-0.00649254) CYP2A7(0.00412271) CYP4A11(0.0139754) CYP2C19(0.023471) UGT2A1(0.0344435) CYP2A6(0.0392776) CYP1A2(0.0478804) CYP1A1(0.0513129) RDH16(0.0642205) CYP2A13(0.0669357) ALDH1A2(0.0814141) CYP26B1(0.0820521) LRAT(0.0974434) CYP26A1(0.0997811) ADH1B(0.556402)
KEGG_STARCH_AND_SUCROSE_METABOLISM	KEGG_STARCH_AND_SUCROSE_METABOLISM	msigdb_c2	0.00710813850988367	1.0529763492784678	38	0.0	0.0	-2.49308	DOWN	UGT2B17(-0.765488) GBA3(-0.740539) UGT1A8(-0.642775) UGT2A3(-0.639544) UGT1A3(-0.545316) UGT2B15(-0.464492) UGT1A6(-0.428015) UGT1A1(-0.411108) UGT1A9(-0.401209) SI(-0.31069) ENPP1(-0.261962) UGDH(-0.232124) G6PC(-0.226279) HK2(-0.223882) PGM1(-0.20353) UGT2B28(-0.164652) GBE1(-0.154707) UGP2(-0.150041) MGAM(-0.141688) AGL(-0.130696) GYS2(-0.128112) GUSB(-0.0919147) PYGB(-0.0909198) GPI(-0.0834655) UGT2B4(-0.0669399) TREH(-0.0359767) GAA(0.00883845) GYS1(0.0150346) HK3(0.0185886) UXS1(0.0306958) UGT2A1(0.0344435) AMY1A(0.0405865) HK1(0.0409699) G6PC2(0.053233) GCK(0.0598133) ENPP3(0.0634926) PYGL(0.0779736) PYGM(0.320688)
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	msigdb_c2	0.07330824514940303	0.9544221463954582	41	0.0	0.0	-2.56056	DOWN	EHHADH(-0.503463) HMGCS2(-0.382561) ACADSB(-0.375547) PCCA(-0.287951) ACAD8(-0.282023) BCKDHB(-0.277164) AUH(-0.270387) HIBCH(-0.255758) ABAT(-0.251698) PCCB(-0.247316) HADH(-0.237798) ACAA2(-0.220722) ACADS(-0.21988) HMGCS1(-0.199725) ALDH7A1(-0.199202) ACADM(-0.197484) ACAT1(-0.197308) MCCC2(-0.196507) HMGCL(-0.180784) ALDH6A1(-0.180278) ACAA1(-0.163426) MUT(-0.159174) HADHA(-0.158194) IVD(-0.15759) DLD(-0.154422) ECHS1(-0.153389) ALDH3A2(-0.139912) HADHB(-0.116883) ALDH2(-0.113697) MCCC1(-0.110387) ACAT2(-0.0950425) BCAT2(-0.0732981) ALDH9A1(-0.062192) HSD17B10(-0.0229554) BCKDHA(-0.0224978) ALDH1B1(-0.00856163) BCAT1(0.0353411) DBT(0.0744181) OXCT2(0.0821593) OXCT1(0.0828173) AOX1(0.13621)
KHETCHOUMIAN_TRIM24_TARGETS_UP	KHETCHOUMIAN_TRIM24_TARGETS_UP	msigdb_c2	5.53354010048435E-18	3.751103103121167	46	0.0	0.0	2.22577	UP	FOS(1.06944) EGR1(0.901944) BEX1(0.617456) IGF2(0.460927) HBEGF(0.391649) SAMD4A(0.353785) SPP1(0.343006) TGM2(0.301772) TGFB1(0.298501) LGALS1(0.282647) VCAM1(0.278658) COL4A1(0.268843) COL1A1(0.260547) JUNB(0.24982) CP(0.246849) COL1A2(0.236447) SPARC(0.235391) VIM(0.230609) LAPTM5(0.2292) BTG2(0.224134) COL4A2(0.21077) UCP2(0.188088) ITGAL(0.178343) ICAM1(0.171279) CD44(0.135131) CYBB(0.126879) TGFBR2(0.125895) RBP1(0.125857) SERPINE1(0.116828) HCK(0.0396803) CD38(0.0191647) TP53(0.0190663) AFP(0.00605894) STAT1(-0.0120115) ITGAV(-0.029171) PDGFA(-0.0305286) RAI14(-0.0479309) APP(-0.0522513) CDKN2B(-0.107351) CDKN1A(-0.110347) LGALS3(-0.12103) CASP1(-0.150645) FGFR2(-0.157824) KRT18(-0.20236) CDH1(-0.224484) EMP1(-0.271766)
