Geneset	Gene	qvalue
GO_VASODILATION	AGTR2 SOD1 ADRB2 KNG1 CALCA GPX1 ADORA1 PRKG1 PLOD3 GCH1 ADRB1 SOD2 ADRB3 RGS2 EDNRB GUCY1A3 BDKRB2 DRD1 BBS2 MKKS APOE ATG5 ADORA2B ITGA1 AGT KCNJ8	6.41530144658621e-06
GO_SUPEROXIDE_METABOLIC_PROCESS	NOS3 CCS PRDX1 IMMP2L CYBB CYB5R4 NOX4 ATP7A PRG3 CYBA NOX1 SH3PXD2A DUOX1 NCF2 SOD3 SOD1 ALOX12 NOXO1 PRDX2 EDN1 SH3PXD2B SOD2 NOXA1 NOX3 PREX1 NOX5 LRRC33 NOS2 NQO1 NCF1 MPO MT3 APOA4	6.59363850092909e-06
GO_CELL_GROWTH	LHX2 ITGB1 USP9X EMP3 MYOCD ITGAV LOC100507050 ADRA1A LAMB2 ATAD3A SPG11 NRP2 GDF9 NRP1 RPTOR STK11 ULK2 ATP6V0E2 LAMTOR1 ULK1 SEMA7A MLL2 SEMA5B PRMT6 SGMS1 EPB41L5 NRN1L CAMK2D SLIT3 VCL SLIT1 AGTR2 OGN BDNF SOX9 MAPT PLXNA3 NUBP1 NDNF NLGN3 BRAT1 PLXNB1 NOTCH2 XRN2 DDX5 AURKA PRMT2 IL6 EFNA5 NDEL1 EPYC ENOX2 ALCAM ATP6V0E1 LEFTY2 BIN3 CDK5 TGFBR2 IQGAP1 SEMA3F AR SIRT6 TGFB1 CACNA1A AGT ZEB2 PDLIM5 CAV3 POSTN EIF2AK4 SLC9A1 TNN POU4F2 ACTA1 BCL2 EDN1 IMPACT TGFBR3 LEFTY1 CPNE1 TYMS DCX ITGB3 TIAM1 SEMA3A APP SLC3A2 IL7R PRKCZ PPP3CB DCLK1 SLIT2 GATA4 TGFB2 EMX1 NOP58 XBP1 PDGFB PAK7 ABL1 NUPR1 ARIH2 ERBB2IP SORBS2 NPPA TGFB3 MTOR RAPH1 ROS1 FLRT3 LAMTOR2 SLC9A6 NDN COBL ENTPD5 NDRG4 SOCS5 DGKD MEX3C RARG PAK4 EMP1 SEC61A1 MTPN RASGRP4 FMOD CYFIP1 DVL1 MAP1B PLXNA1 RRAGC FOXL2 LUZP4 POU4F3 FLRT1	6.67017810371969e-06
GO_REGULATION_OF_BLOOD_PRESSURE	ADRB3 EDNRB CYP4F2 ERAP1 EMP2 SLC2A5 F11R AGT CMA1 LRP5 TACR3 POSTN MME CTSZ F2R REN RAMP2 UCN ADRB1 SERPINF2 EDN1 NOX1 CYP4A11 BDKRB2 P2RX4 NAV2 FFAR3 C12orf39 CNR1 RNPEP ADAMTS16 DRD2 P2RX2 NISCH SLC4A5 TAC4 TNNI3 SGK1 WNK1 BDKRB1 AGTRAP GUCA2B GJA5 MECP2 CYP11B2 ACCN1 BMPR2 ABAT NCALD ADH5 ERAP2 LNPEP AGTR1 PPARA ENG CTSG ATP1A1 TAC1 PDE4D PLCB3 AGTR2 ACSM3 GNB3 SOD1 UTS2D F2RL1 NPY PTPRO CHGA GCH1 AVPR1A QRFP P2RX1 CD34 RPS6KA2 POMC NOS1 ATP1A2 ADRA1A PPARG HMOX1 PTGS1 TACR1 AVPR1B PCSK5 ENPEP LEP NKX2-1 PTAFR DLL1 APLN BBS4 OXTR GUCY1A3 NPR1 MKKS NOS2 AVPR2 GJA1 ID2 OXT TRHDE C3AR1 GCGR NPR2 ATP6AP2 ADIPOQ NPY1R ADRA1B NRG1 COL1A2 CORIN SOD2 CYBA NPPA TBXA2R HBB MC3R ACE2 UTS2R DRD3 NPR3 DRD5 ADRA1D NOS3 ECE1 EPHX2 ADRB2 RENBP GAS6 CRHR2 CPA3 AQPEP PRCP GLP1R OPRL1 ADM2 MYH6 DDAH1 KCNK6 CRH NPPB EDNRA RASL10B CALCA PDGFB STK39 PTGS2 ACVRL1 UTS2 HSD11B2 AVP ACE BRS3 CARTPT NTSR1 EDN3 CYP4F12 GSK3A SCPEP1 OR51E2 VEGFC NPFF EDN2 TPM1 CYP11B1 ADORA1 CACNA1B ACTA2	6.94276224802462e-06
GO_POSITIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	RLN2 MC4R GLP1R ADORA2B GUCY1A2 P2RY11 CRHR2 RCVRN CRHR1 ACR MC2R PTH FSHR PTHLH CALCRL AVP VIPR2 CHGA CALCA EDNRA ADCY5 CRH TSHR CALM1 RUNDC3A NPPC ADCY4 ADCY3 GPR161 NOS1 WFS1 ADCY6 APOE DRD1 GNB2L1 GNAL WNT5A CALM2 GUCA1A RAMP1 RAF1 GUCA2A MTNR1A PTGER3 GPER AKAP12 ADCY8 ADCY1 GUCA1B ADORA2A GSK3A PRKCA ADCY2 CXCL10 NOS2 AVPR2 ADCYAP1R1 GNAS GPR65 GHRHR GUCA1C CXCL11 GUCY1A3 NPR1 RAPGEF3 CXCR3 VIP ADRB3 INSL3 GPR133 PTGER4 AKAP5 ADRB1 RAMP2 ADCYAP1 UCN GCG FZD2 CAP2 GHRH ADNP RXFP2 ADCY9 HPCA ABCA1 ADM SCT MC3R PF4 OSTN MRAP NF1 PTGIR MRAP2 CALCR MC1R ADCY7 GIPR TIMP2 LHCGR GUCA2B ADRB2 CXCL9 NOS3 ECE1 CALM3 DRD5 MC5R CAP1	6.94276224802462e-06
GO_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	GPER FGF18 CCR1 CCL4L2 SPRY2 FGF19 FGG PDGFRB KDR CCL8 MAPK3 FGF23 PHB2 PDGFA CX3CL1 ERBB4 FGF21 ST5 SLAMF1 RAP1BL CCL20 HTR2C ATP6AP1 PDGFB VEGFA TNFRSF11A FSHR CCL21 CCL5 ICAM1 CCL17 RIPK2 EDNRA C3 GPR183 ABCA7 TRPV4 CCL25 RAP1A LGALS9 CCL3L3 PRKCZ NTRK1 GAS6 CCL3L1 THPO BMP2 NOX4 FGF8 FGB HTR2B PLA2G5 FGA ARHGAP8 PLA2G2A RASGRP1 FGFR2 CCL1 PRKD2 NDRG4 CCL2 ARRB2 TEK ABL1 CD36 GCG CD44 CCL4 MIF CCL22 TNF C5AR1 CCL13 RDBP CCL23 CCL19 MT3 JUN PRKCA NOD2 O3FAR1 GCNT2 FGF10 CCR7 SEMA7A S100A7 ESR2 FGFR3 NRP1 TREM2 ADRA1A BMPER CIB1 PTEN EPOR OPRM1 SYT14L CCL14 FLT4 NODAL CXCR7 CTGF CSF1R GPR77 EGFR HTR2A FGF1 XCL2 PTK2B F2RL1 IL26 BRAF CHI3L1 ANGPT1 PTPN22 SRC PDGFRA ARRB1 NPNT CYSLTR2 ESR1 CCL26 ALOX15 PDGFC XCL1 FBXW7 BMP4 CAMK2D TIRAP PDGFD CCL3 PTPN11 VEGFB TNFSF11 TNFAIP8L3 DSTYK CCL18 FGF4 CCL7 IL6 HMGB1 CCL24 PHB CCL16 PYDC1 HMGCR RAPGEF2 IL1B DRD2 EPO CCL11 FGF2 CD74 ADCYAP1 FGFR4 SERPINF2 GPR55 GLIPR2 NOD1 C17orf87 F2R HAVCR2 FGF20 NPTN DNAJC27 HRAS FAM59A PYCARD CCL15 TLR4 PRKCDBP P2RY1	7.15623427381119e-06
GO_MESENCHYMAL_CELL_DIFFERENTIATION	GDNF PAX2 PHOX2B SEMA6A LRP6 LOXL3 EFNA1 PAX3 TGFBR1 MSX1 HEYL SMO RDH10 SNAI1 AMELX CYP26C1 ZEB2 ALDH1A2 PITX2 RTN4 FAM123B S100A4 FGFR1 EDN1 SEMA3B BCL2 MSX2 SNAI2 SEMA3F EDNRB OLFM1 EFNB1 EOMES TGFB1 JAG1 FOXC2 WNT8A TWIST1 FAM101B FRZB SEMA6C MAPK1 TMEM100 HNRNPAB RBPJ NRP1 SEMA6B HEY2 FGF10 SEMA7A HMGA2 LIMS1 SEMA4F SEMA4A LOXL2 WNT16 TRIM28 HEY1 ALX1 OSR1 SOX9 SEMA3D FOXF2 WNT2 SEMA4C SEMA5B CTNNB1 GBX2 BMP4 MEF2C SEMA4B EPB41L5 LEF1 SOX11 FOXC1 SEMA4D FGFR2 SOX8 HGF WNT10A FGF8 BMPR1A HTR2B OVOL2 TCF21 SEMA4G CUL7 WNT11 HIF1A SIX2 SOX10 SHH FOLR1 NRG1 SEMA3G SEMA5A NOG FAM83D WNT4 PHACTR4 SEMA3A WWTR1 FGF19 LAMA5 ISL1 NOTCH1 ACVR1 GSC GSK3B ERG WNT5A TGFBR3 HES1 CORO1C SEMA3C MAPK3 EDN3 ERBB4 NRTN RET HAS2 SEMA3E KITLG EDNRA TBX1 BMP7 SMAD4 ADAM15 STAT1 BMP2 HAND2 SFRP1 TGFB2 SEMA6D	7.2939137930682e-06
GO_NEGATIVE_CHEMOTAXIS	SEMA5B APOA1 SEMA3G SEMA3F SEMA5A SEMA4B SLIT2 SLIT3 SEMA6D SLIT1 EPHA7 NRG3 SEMA3E PLXNA3 SEMA3D SEMA4C SEMA3B NRG1 SEMA4G SEMA4A WNT5A ROBO1 ITGAV SEMA3C EFNA5 PDGFA RYK FLRT3 FLRT2 ITGB3 SEMA3A SEMA6C SEMA4D SEMA6B RHOA PLXNA4 SEMA6A SEMA7A SEMA4F	8.15475874474002e-06
GO_ENDODERM_FORMATION	ITGA7 GATA6 RTF1 HNF1B COL12A1 LAMB1 VTN POU5F1 MMP2 INHBA SOX17 DKK1 FN1 PAF1 DUSP2 CTR9 NOG NANOG EOMES MMP9 CTNNB1 DUSP4 LHX1 SOX7 HMGA2 LAMB3 ITGA4 LEO1 SMAD2 MMP15 COL4A2 ITGB2 DUSP5 LAMA3 MMP14 DUSP1 ITGB5 ITGA5 CDC73 TBX20 MIXL1 ITGAV COL8A1 COL11A1 SOX2 NODAL MMP8 COL7A1 HSBP1 COL6A1	8.24281481560162e-06
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	SFRP1 AGGF1 DLX6 MMP12 ERBB2 BMP2 IQGAP3 GLUL PDGFB ZNF703 TBX1 ACVRL1 CCL5 REG3A VEGFA TGM1 ARNT XBP1 CCND1 LAMB1 PDCL3 ODAM STXBP4 HAS2 BAD PDCD6 FOXE3 ID1 F3 WNT5A IHH EYA1 BMP5 VASH2 ITGB3 VEGFC NRARP KDR FGF7 HPN NOTCH1 TNFAIP3 NR4A1 PRKCA CDH13 JUN RREB1 NOD2 SEMA5A SRSF6 VIP NME2 WDR48 CXCL12 GDF2 NOG SHH C19orf10 LAMC1 HIF1A SCN5A C5AR1 ECM1 CDH3 TGFA CCL2 MTOR KDM5B TEK CAV1 CYBA RICTOR AKT1 NF1 NR4A3 SCG2 HYAL1 MAP2K5 HTR2B BMPR1A PTN FGFR2 CCR3 EGFL7 PRKD2 TP63 SOX11 CCL26 ESR1 B4GALT1 CAV2 BMP4 CTNNB1 MED1 LACRT PROX1 FGF1 EGFR GPR77 HMGB2 SOX9 WNT2 CDC42 STAT5A OSR1 WNT7A TACR1 NME1 FLT4 IGF1 NODAL THBS4 FGF10 ARG1 REG3G ZNF580 NRP2 STOX1 PPP1R16B NRP1 RPTOR TGFB1 PGF HRAS TWIST1 CYP7B1 ZNF304 OSR2 PLXNB3 BMP6 EPGN TNFSF12 LRG1 IL6 DLX5 PRKD1 CCL24 SMO WNT3A SIRT1 CCL11 FGF2 FZD7 HTRA1 ANG FGF9 AMICA1 TGFBR1 PAX2 VEGFB BMPR2 EGR3 FOXP2 MYC	8.3009591865706e-06
GO_MULTICELLULAR_ORGANISM_METABOLIC_PROCESS	COL11A2 GHR ACE2 MMP16 KLK6 COL19A1 MMP8 COL7A1 CTSB MMP11 COL1A1 TRAM2 TNXB COL8A1 PEPD COL11A1 COL5A2 MMP15 MRC2 COL13A1 MMP7 EMID2 MMP13 ADRB2 COL3A1 CTSL1 PRSS2 COL25A1 COL5A3 MMP20 CEL MMP9 ADRB3 TIPARP COL5A1 COL6A6 CTSD COL4A4 COL18A1 COL12A1 MMP19 COL1A2 COL15A1 ADRB1 SERPINH1 COL4A6 MMP2 MMP3 HIF1A COL6A2 COL6A3 CTSK COL4A1 LEPREL1 ADAMTS2 FURIN ADAMTS14 ID1 AKR1C3 P2RX7 COL6A5 COL6A1 PPARGC1A MMP27 MMP26 TENC1 COL10A1 CTSS PRTN3 ENPEP MMP14 PLA2G1B ARG1 COL4A2 CLIC5 MC4R OMA1 BMP8A TRPV4 MMP1 APOA4 MMP12 LEPRE1 ADAM15 ADAMTS3 COL2A1 ACACA MMP10 ACE COL4A5 COL8A2 AGXT2L2 COL4A3	8.39170796769059e-06
GO_REGULATION_OF_VASODILATION	ADRB2 CPS1 GJA5 PTAFR P2RY2 ESR2 SCPEP1 NOS3 EPHX2 ECE1 PLA2G6 KAT2B APLN GPER ADORA1 PPARD HMGCR UTS2R NPPC HMOX1 ADCY6 ACE2 ADM NOS1 UTS2D NPPB CALCA F2RL1 PTPRM AGTR2 SMTNL1 MTNR1B ACE CRP UCN ALOX12 ADCYAP1 CHGA UTS2 P2RY1 AGTR1 NPR1 ADRA2A VIP GJA1 INS AGT NOS2	8.39784182454361e-06
GO_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	PVRL1 ICAM1 NLGN1 NCR3 DCHS1 CADM2 PVRL4 LPHN1 CXADR REG3A FAT4 IL1RAPL1 NRXN1 CADM1 ITGAL CD200 SELP CADM3 CDH4 SELE PVR PTPRD ALCAM SMAGP LGALS7B AMIGO1 ODZ2 UMOD AMIGO2 CD6 TIGIT CADM4 VCAM1 GRID2 CD209 PVRL3 AMICA1 CDH2 CBLN1 CD226 PVRL2 AMIGO3 CD164 ITGA5 CRTAM	8.69791196122407e-06
GO_TETRAPYRROLE_BINDING	FLVCR2 CYP4F8 TDO2 CYP1A1 PTGS2 CYP4B1 HBQ1 GUCY1A2 CYGB CYP3A43 CYP8B1 CYP27A1 CYP2F1 MPO CYP4F12 CYP4F3 CYP3A7 HBG2 CYP7A1 CYP11B1 CYP4F11 HEBP1 MTR CYP4A22 CYP2W1 ABCB6 HBA1 STC2 CYP26A1 CYP11A1 SDHD PTGES2 CYP19A1 PXDNL CYP46A1 NR1D1 CYP39A1 CYP2G1P CYB5A TCN2 LMBRD1 GUCY1B3 AMBP EPX CYP26B1 GUCY1A3 CYP1A2 CYP20A1 CYP2E1 CYB5D2 NOS2 BACH1 CYP2A7 MMACHC C6orf103 PGRMC1 CYP2D6 HRG NOS3 CYBB HBD CYP27C1 CYP2A13 NOX4 CYP2R1 CYBA CYP2U1 CYP3A4 HBB MB CAT PXDN CYP4X1 HBA2 CUBN CYP21A2 CD320 LPO CYP2A6 CYP2C18 CYP4F22 CYP2D7P1 HBG1 JAK2 MUT FA2H CYP2B6 HBZ PGRMC2 SRC IDO2 CYP2J2 HBM GIF CYP2S1 HBE1 TBXAS1 CYB5B SUOX TCN1 NOS1 HMOX1 PTGS1 CBS CYP26C1 CYCS CYP1B1 DGCR8 NOX5 CYP17A1 CYP4F2 DUOX2 CYP27B1 CYP2C8 CYP2C9 TPO CYP7B1 CYP3A5 CYP4V2 CYP24A1 CYB5R4 PTGIS CYP11B2 IDO1 CYP4Z2P EIF2AK1 CYP2C19 CYP4Z1 CYP4A11 DUOX1 CYP51A1 NGB SDHC CYC1	1.0104034649053e-05
GO_RENAL_TUBULE_DEVELOPMENT	DLL1 UMOD NOTCH1 LAMA5 POU3F3 TACSTD2 LGR4 EYA1 KIF26B HES1 WNK4 WNT6 OSR1 AHI1 GREM1 CALB1 KLHL3 SOX9 IRX3 FOXD1 WNT9B IRX2 FAT4 FGF1 PKD1 STAT1 MEF2C ILK BMP2 GLI3 CTNNB1 SMAD4 GPC3 BMP4 WNT7B FMN1 NPNT GZF1 GDNF MTSS1 PAX8 PBX1 HOXD11 MYC WT1 SOX8 GATA3 PTCH1 ACAT1 PAX2 FGF8 CITED1 TFAP2B TCF21 FGF2 HEYL HES5 ADAMTS16 PKD2 WNT1 DCHS1 HOXA11 SALL1 COL4A1 IRX1 WNT11 BCL2 SHH HNF1B NOG WNT4 LHX1 CTNNBIP1 DLG1 LGR5 SIX1 PGF JAG1	1.07122459447271e-05
GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	IL12A PAXIP1 TLR4 TGFB1 TRIM6 C1orf177 DDX60 CD86 CD74 PGC IL5 DEFB103B ZP3 FFAR3 RARA GAB2 IL23R VAMP8 IL6 PDPK1 FGR IL1B SNX6 HSPD1 PHB STAT5B RAC2 TBX21 HPX VAV1 KLRK1 SH2D1A XCL1 IL13RA2 CD244 IL12RB1 KLK7 PVR LTA HLA-E TNFRSF14 AP1G1 CCR2 F2RL1 STX7 FCER1A IL2 BCL10 P2RX7 TRIM15 TNFRSF4 UNC13D FZD5 HLX HMOX1 FOXF1 IL12B ANKRD17 MALT1 STAP1 HLA-DMB PTAFR CD46 SEMA7A RABGEF1 CADM1 FES TRAF6 IL13 NOS2 B2M HLA-B CCL19 TNF STAT6 MIF FOXP3 IL23A SYK LYN FADD CD28 LAMP1 NR4A3 CD36 ZBTB1 ZC3HAV1 PVRL2 CCL2 TNFSF4 HLA-A CD226 VAMP3 STXBP2 STX4 RASGRP1 VAMP2 SOCS5 SH2D1B IL21 CD80 RPS19 FFAR2 C6 GATA3 WHSC1 PRKCZ LBP EXOSC3 CD40 UNG TNFSF13 C3 ADORA2B CLCF1 FCER1G LGALS9 RSAD2 MZB1 DHX58 MAP3K7 ANXA1 FER GPRC5B NCR3 PUM1 XBP1 NLRP3 IFNG RIPK2 VAMP7 IL4 RBP4 CD300A TRAF2 CD84 SPON2 SNX4 C12orf4 PUM2 SASH3 DEFB103A KLRC4-KLRK1 WNT5A ZAP70 LILRB1 CRTAM FCER2 IL33 KLK5 USP17L2 SLAMF6 MYB IL4R MSH6 LAG3	1.31543159208827e-05
GO_REGULATION_OF_CELL_SUBSTRATE_ADHESION	WNT4 PTPRZ1 ITGB1BP1 RAC3 CDKN2A PRKCE KANK1 PREX1 NET1 PLAU APOA1 CDH13 FZD4 RREB1 APOD ABI3BP ITGA3 RASA1 VTN ARPC2 FBLN1 EPB49 SLK LRRC16A NF1 CD36 COL8A1 C11orf34 PLG ITGA5 TEK ONECUT2 WDPCP NINJ1 HRG PTN EGFLAM PTPLA FAM21C MINK1 DMP1 FGA DISC1 FGB ILK MFI2 ADAM15 NPY2R PRKCZ FMN1 SFRP1 CCL25 CCDC80 PTPRJ MYF5 ARL2 SEMA3E SDC4 CCL21 TSC1 RAC1 HOXA7 VEGFA PHLDB2 SPOCK2 ACVRL1 DNM2 TBCD VIT ATXN3 CORO1C CYR61 OLFM4 HAS2 MYOC KDR DLC1 NOTCH1 FGG MMP14 SMOC2 EGFL6 VEGFC TACSTD2 PLEKHA2 GSK3B EMP2 ANGPT2 RHOD C1QBP PIK3CB FN1 ST6GAL1 TRIOBP SPOCK1 MACF1 EPHA1 CLASP2 POSTN SLC9A1 BCL2 ACER2 BCL6 FBLN2 PTK2 COL1A1 HSD17B12 NID1 ARHGEF7 FZD7 PPM1F LGALS1 GPM6B RSU1 EFNA5 WNT1 RAC2 EMID2 ROCK1 ONECUT1 GBP1 RELL2 CLASP1 ECM2 EPB41L5 MEN1 ALOX15 THBS1 DDR1 LDB1 NPNT SRC DAPK3 BRAF FLNA NDNF CDC42 ARHGAP6 PTK2B COL16A1 MYADM VWC2 ACTN4 AGR2 PTPRO MUC21 NF2 JAK2 ITGB1 ROCK2 CALR S100A10 UNC13D UTRN BCAS3 EPHA3 CCL28 PIK3R1 CASK PTEN CIB1 SMAD3 CSF1 GREM1 AP1AR FOXF1 LIMS1 RCC2 CCR7 SERPINE1 GCNT2 CDK6 EDIL3	1.47745419601872e-05
GO_GLOMERULUS_DEVELOPMENT	MYO1E NPHS2 HES1 NID1 TCF21 OSR1 HEYL MPV17 CD34 CD24 LAMB2 NOTCH1 MTSS1 SULF1 PDGFRB WT1 EGR1 WWTR1 ENPEP SULF2 PLCE1 LGR4 ACTA2 MAGI2 KLF15 MEF2C IQGAP1 BMP4 BASP1 ANGPT2 KIRREL3 LHX1 NPHS1 NOTCH3 JAG1 PDGFRA PODXL FOXC2 ANGPT1 PROM1 VANGL2 PECAM1 COL4A3 FOXJ1 BCL2 PTPRO PDGFB COL4A4 GPR4	1.5022484085528e-05
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	MUSK ROR2 KIT EPHA1 EPHB6 CRIM1 BMPR1B MET FGFR1 FGFR4 EPHA10 ACVR1C LTK EPHA4 MERTK LTBP1 FLT3 ROR1 NPTN ALK EPHA8 NTRK3 FGFR2 PDGFRL EPHB3 ACVR2A EPHB1 BMPR1A TGFBR2 BMPR2 FGFRL1 TGFBR1 EPHA6 ROS1 ACVR1B HFE2 RYK TEK EPHA7 ACVRL1 CSF1R EGFR EPHA5 AMHR2 TIE1 ERBB2 IGF2R NTRK1 MST1R ENG PDGFRA EPHB2 FLT1 DDR1 TYRO3 EFEMP1 NRP2 INSR PDGFRB EPHA2 NRP1 FGFR3 NTRK2 DDR2 KDR ACVR1 LTBP4 EFNA3 EPHA3 EFNA4 IGF1R TGFBR3 FLT4 ACVR2B AXL TRIM27 EPHB4 RET EFNB3 INSRR ERBB4	1.53682233689354e-05
GO_VASCULOGENESIS	MYOCD CXCR7 CITED1 JUNB HDAC7 MYO1E SGPL1 SETD2 HEG1 GLMN WNT7A HHEX CCM2 CUL7 HAS2 SMO CAV1 NKX2-5 ADM EGFL7 NOTCH1 NTRK2 KDR TMEM100 EPHA2 T FOXF1 PDGFRB TNNI3 RASIP1 WT1 HEY2 TGFBR2 WARS2 AMOT TBX5 PAXIP1 GDF2 TIPARP SOX18 QKI TIE1 CTNNB1 FZD4 ZMIZ1 ZFP36L1 WNT7B AGGF1 ENG RASA1 SOX17 ZFPM2 VEGFA SHH PTK2 GJC1 PITX2 RAMP2 YAP1	1.56750344868227e-05
GO_CELL_JUNCTION_ORGANIZATION	WHAMM HIPK1 PKN2 CLDN3 GJA5 NLGN4X OCLN LAMB3 CLDN9 ARHGEF7 MPP5 CDH2 ANG PVRL3 PDPK1 ACTN1 CDH5 TAOK2 CDH7 PRKCI TNS1 CLDN5 MICALL2 STRN GJC1 MARVELD3 RAMP2 JUP BCL2 DLG1 TRIP6 RHOD SNAI2 LIMS2 ECT2 NUMBL MPP7 TGFB1 PIP5K1C F11R PKP3 FN1 GJA4 XIRP2 APC LSR CDH6 NLGN2 FLCN GJB2 LIMS1 RCC2 CLDN19 CSK HEG1 HNF4A CTTN ITGB1 GNPAT KRT5 SMAD3 COL17A1 PARD6G PTK2B ARHGAP6 PVRL1 ITGA6 CDH17 FLNA CADM2 CRB3 CDC42 PIP5K1A PTPRO CSF1R RAB8B SMAD7 NF2 CDH10 FRMPD2P1 DST MYADM ACTN4 DLG5 CDH1 EPB41L3 CTNNB1 FSCN1 PVR PLEKHA7 CDH18 CAMSAP3 SRC CADM3 VCL PARD6B NUMB TLN1 CDH15 LIM2 FBF1 AMOT GRHL2 FRMPD2 TGFB3 CNTNAP1 PVRL2 FBLIM1 CCM2 ITGA5 DSG2 CTNND1 WNT11 ACTB RAB13 JUB CDH3 CD9 TJP1 ACTN2 CDH9 PVRL4 PKP4 MTDH KIFC3 LAMC1 PARD6A CADM1 VASP NFASC LAMC2 CDH8 GJB1 CDH11 PRKCA TESK2 CDH13 GJA1 MLLT4 LAMA5 ITGB3 LAMA3 DLC1 RHOA SRF KRT14 INADL THY1 TBCD HDAC7 PLEC CD151 CDH24 MARVELD2 DSP RHOC ANK2 DSG1 ARL2 GJD3 ACTN3 ACTG1 PTPRK ITGB4 CXADR ZNF703 CTNNA1 UGT8 CDH12 PKP2 RAC1 PARD3 TLN2 FLNC CLDN1 ILK TRPV4 TGFB2 VMP1 CDH4 SORBS1 FERMT2 CLDN6 ITGA2 PERP	1.59452731157386e-05
GO_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	GATA3 TFAP2A PHOX2B KIF26A PLXNA4 NRP1 GDNF NRP2 SEMA3A SOX8 ASCL1 HLX HOXB1 SOX4 PRLH RET PHOX2A EGR2 TFAP2B NAV2 NF1 INSM1 FZD3 HES1 TBX1 GFRA3 SOX10 HOXB2 EDNRA PLXNA3 SOX11 PHACTR4 TP63 SIX1 HAND2 TLX2 EDNRB HES3 SEMA3F CTNNB1 GBX2 NTRK1	1.65007172108377e-05
GO_LEUKOCYTE_MEDIATED_IMMUNITY	CD74 SWAP70 PIK3CG SERPING1 JAG1 CXCL5 KLRF2 C1QA POU2F2 CEBPG DLG1 SLAMF7 C1QBP IGLC1 AICDA HLA-DRB1 SNAP23 TRDC EMP2 RAB27A GATA2 IGLC2 CAMK4 TUBB SLA2 ERCC1 SUSD4 VAMP8 IGKV1D-33 IL6 CLU IGHE HSPD1 ZP3 CR2 IGHV3-23 C8B C4BPB CHGA C8G PRKCD C1QB CTSH HLA-DRB3 IGHV2-70 IGLC6 C1R TUBB4B GAPT CTSG BTN3A2 IGHG1 MASP2 LOC440786 IL13RA2 SERPINB9 IGHA2 CCL3 CD40LG CD46 ELANE HLA-DQB1 DBH NBN IGKC KIR3DL1 C7 RAET1L SLC11A1 LYST GZMB TUSC2 IGKV2-40 CXCL6 MLH1 KLRD1 BCL10 TLR8 ADAM17 UNC13D RNF8 MILR1 LYN C4BPA IL6R IGHG3 KIT AZU1 IGHV1OR21-1 IGHD ULBP1 BATF FOXP3 KDM5D RNF168 MLL5 C4B IGKV1-5 C9 CR1 IGLL1 CD8A IRAK4 MSH2 RAET1E C1RL IGHA1 CD55 CADM1 RFTN1 MBL2 STXBP3 IGKV3D-11 LAT BCL3 IGLC7 EXOSC6 MICA LAT2 CLEC2A INPP5D GATA3 C6 RASGRP1 IGHG2 MICB FAS IGLV7-43 PI4K2A C8A IGHV4OR15-8 VAMP2 PRDX1 EXO1 IGKV3-20 CFI STXBP2 IGLL5 PTPN6 NR4A3 CPLX2 IL4 C4A SPON2 MYO1G ACE CTSC RAET1G ULBP2 ICAM1 C2 VAMP7 JAGN1 C3 FCER1G PLA2G3 HLA-DRB5 ULBP3 ANXA3 S100A13 C1S GCNT3 GNL1 TREM1 MRGPRX2 EXOSC3 KLRC2 IRF7 PPBP MSH6 IL4R IGKV4-1 PLA2G1B C5 CORO1A HLA-DRB4 BTN3A3 PIK3CD IGKV3D-20 LIG4 DENND1B CRTAM SLAMF1 IGHG4 C1QC IGHM CD27 IL31RA IGLC3	1.7243123719557e-05
GO_CRANIAL_NERVE_MORPHOGENESIS	PLXNA3 HOXB2 NRP1 HOXB3 HOXD3 SEMA3A HOXA1 KCNA2 PLXNA4 EPHB1 TFAP2A PAX2 TBX1 GLI3 EGR2 CHRNB2 SEMA3F HOXA3 HOXB1 PHOX2A EPHB2 ATP8B1 SIX1	1.73486840953413e-05
